Kingdom;Phylum;Class;Order;Family;Genus;Species
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 22; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Unknown Chthoniobacteraceae genus 5; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Cellulomonadaceae; g__Actinotalea; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Cellulomonadaceae; g__Actinotalea; s__
k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Unknown Bacillales family 1; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Unknown Roseiflexaceae genus 8; s__
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Unknown Acidimicrobiales family 1; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Unknown Blastocatellales family 3; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 12; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 13; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Propionibacteriales; f__Unknown Propionibacteriales family 2; g__; s__
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia (class); o__Lineage IIa; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__TakashiAC-B11; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 18; o__; f__; g__; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Falkowbacteria; o__; f__; g__; s__
k__SAR; p__Cercozoa; c__; o__; f__; g__; s__
k__SAR; p__Cercozoa; c__Glissomonadida class incertae sedis; o__Glissomonadida; f__; g__; s__
k__SAR; p__Cercozoa; c__Imbricatea; o__Spongomonadida; f__Spongomonas family incertae sedis; g__Spongomonas; s__
k__SAR; p__Cercozoa; c__Imbricatea; o__Spongomonadida; f__Spongomonas family incertae sedis; g__Spongomonas; s__
k__Amoebozoa; p__Gracilipodida; c__Unknown Gracilipodida class 1; o__; f__; g__; s__
k__SAR; p__Cercozoa; c__; o__; f__; g__; s__
k__SAR; p__Cercozoa; c__Cercozoa incertae sedis; o__Gymnophrys order incertae sedis; f__Gymnophrys family incertae sedis; g__Unknown Gymnophrys family incertae sedis genus 8; s__
k__Amoebozoa; p__Unknown Amoebozoa (kingdom) phylum 3; c__; o__; f__; g__; s__
k__Amoebozoa; p__Schizoplasmodiida; c__; o__; f__; g__; s__
k__Amoebozoa; p__Schizoplasmodiida; c__; o__; f__; g__; s__
k__SAR; p__Ciliophora; c__Colpodea; o__Bursariomorphida; f__Bryometopus family incertae sedis; g__Unknown Bryometopus family incertae sedis genus 1; s__
k__SAR; p__Ciliophora; c__Unknown Ciliophora class 1; o__; f__; g__; s__
k__SAR; p__Ciliophora; c__Prostomatea; o__Cryptocaryon order incertae sedis; f__Cryptocaryon family incertae sedis; g__Unknown Cryptocaryon family incertae sedis genus 1; s__
k__SAR; p__Chrysophyceae phylum incertae sedis; c__Chrysophyceae; o__Ochromonadales; f__Paraphysomonas family incertae sedis; g__Unknown Paraphysomonas family incertae sedis genus 1; s__
k__SAR; p__Chrysophyceae phylum incertae sedis; c__Chrysophyceae; o__Ochromonadales; f__Paraphysomonas family incertae sedis; g__Paraphysomonas; s__
k__SAR; p__Cercozoa; c__Cercozoa incertae sedis; o__Gymnophrys order incertae sedis; f__Gymnophrys family incertae sedis; g__Unknown Gymnophrys family incertae sedis genus 7; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Unknown Hydrogenophilales family 1; g__; s__
k__SAR; p__Ciliophora; c__Oligohymenophorea; o__Unknown Oligohymenophorea order 2; f__; g__; s__
k__SAR; p__Cercozoa; c__Cercozoa incertae sedis; o__Gymnophrys order incertae sedis; f__Gymnophrys family incertae sedis; g__Unknown Gymnophrys family incertae sedis genus 6; s__
k__Excavata; p__Jakobida; c__Unknown Jakobida class 1; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
k__SAR; p__Cercozoa; c__Unknown Cercozoa class 1; o__; f__; g__; s__
k__SAR; p__Chrysophyceae phylum incertae sedis; c__Chrysophyceae; o__Chromulinales; f__Chrysamoeba family incertae sedis; g__Unknown Chrysamoeba family incertae sedis genus 1; s__
k__Opisthokonta; p__Choanoflagellida; c__Craspedida; o__Codonosigidae order incertae sedis; f__Unknown Codonosigidae order incertae sedis family 1; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Unknown Deltaproteobacteria order 2; f__; g__; s__
k__Hacrobia; p__Centrohelea; c__Heterophryidae class incertae sedis; o__Heterophryidae order incertae sedis; f__Unknown Heterophryidae order incertae sedis family 1; g__; s__
k__SAR; p__Bicosoecida phylum incertae sedis; c__Bicosoecida class incertae sedis; o__Bicosoecida; f__Unknown Bicosoecida family 1; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Terrimonas; s__
k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__; g__; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Daviesbacteria; o__; f__; g__; s__
k__Amoebozoa; p__LKM74; c__; o__; f__; g__; s__
k__SAR; p__Chrysophyceae phylum incertae sedis; c__Chrysophyceae; o__LG21-05; f__; g__; s__
k__Excavata; p__Kinetoplastea; c__Metakinetoplastina; o__Parabodonida; f__Parabodo family incertae sedis; g__Parabodo; s__Unknown Parabodo species 1
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__FFCH11085; g__; s__
k__SAR; p__Cercozoa; c__Glissomonadida class incertae sedis; o__Glissomonadida; f__; g__; s__
k__SAR; p__Ciliophora; c__Litostomatea; o__Haptoria; f__Arcuospathidium family incertae sedis; g__Arcuospathidium; s__Unknown Arcuospathidium species 1
k__SAR; p__Cercozoa; c__Imbricatea; o__Thaumatomonadida; f__Unknown Thaumatomonadida family 1; g__; s__
k__SAR; p__Cercozoa; c__; o__; f__; g__; s__
k__Archaeplastida; p__Zygnematophyceae phylum incertae sedis; c__Zygnematophyceae; o__; f__; g__; s__
k__Archaeplastida; p__Zygnematophyceae phylum incertae sedis; c__Zygnematophyceae; o__; f__; g__; s__
k__Amoebozoa; p__Schizoplasmodiida; c__; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__SAR; p__MAST-12; c__MAST-12C; o__; f__; g__; s__
k__SAR; p__Ciliophora; c__Litostomatea; o__Haptoria; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 39; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unknown Gemmatimonadaceae genus 1; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 2; o__; f__; g__; s__
k__Amoebozoa; p__; c__; o__; f__; g__; s__
k__Amoebozoa; p__Unknown Amoebozoa (kingdom) phylum 1; c__; o__; f__; g__; s__
k__Amoebozoa; p__Lobosa; c__Tubulinea; o__Unknown Tubulinea order 1; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__Amoebozoa; p__Schizoplasmodiida; c__; o__; f__; g__; s__
k__Amoebozoa; p__Lobosa; c__Tubulinea; o__Euamoebida; f__Unknown Euamoebida family 1; g__; s__
k__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__Unknown Fimbriimonadaceae genus 1; s__
k__SAR; p__Ciliophora; c__Colpodea; o__Bursariomorphida; f__Bryometopus family incertae sedis; g__Unknown Bryometopus family incertae sedis genus 2; s__
k__Amoebozoa; p__Unknown Amoebozoa (kingdom) phylum 2; c__; o__; f__; g__; s__
k__Amoebozoa; p__Lobosa; c__Tubulinea; o__Euamoebida; f__BOLA868; g__; s__
k__SAR; p__Cercozoa; c__Glissomonadida class incertae sedis; o__Glissomonadida; f__; g__; s__
k__Amoebozoa; p__Schizoplasmodiida; c__; o__; f__; g__; s__
k__Amoebozoa; p__Schizoplasmodiida; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Unknown Hydrogenophilales family 4; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__SHA-26; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 20; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__TM146; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__TM146; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__TM146; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidocella; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Demequinaceae; g__Demequina; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Nomurabacteria; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Unknown Syntrophobacteraceae genus 1; s__
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Candidatus Anammoximicrobium; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Hydrogenophilaceae; g__Thiobacillus; s__
k__Bacteria; p__Bacteroidetes; c__SB-5; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Pla1 lineage; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Armatimonadetes Group 3; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Unknown Rhodocyclaceae genus 4; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 21; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Coxiella; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Singulisphaera; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__KD3-10; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__Unknown Gallionellaceae genus 5; s__
k__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__Ignavibacteriales; f__BSV40; g__; s__
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__BSV13; s__
k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__; s__
k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__FW13; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__Syntrophus; s__
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Hymenobacteraceae; g__Hymenobacter; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 2; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Unknown Myxococcales family 4; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 4; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Pir4 lineage; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Pirellula; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Pirellula; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Unknown Acidobacteriales family 3; g__; s__
k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__JG30a-KF-32; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Cytophaga; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__DA101 soil group; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__DA101 soil group; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Blastocatellaceae; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Unknown Chthonomonadaceae genus 2; s__
k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Chthonomonas; s__
k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Unknown Chthonomonadaceae genus 3; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 8; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 6; s__
k__Excavata; p__Kinetoplastea; c__Metakinetoplastina; o__Neobodonida; f__Rhynchomonas family incertae sedis; g__Rhynchomonas; s__Unknown Rhynchomonas species 1
k__Archaeplastida; p__Bryophyta; c__; o__; f__; g__; s__
k__Excavata; p__Kinetoplastea; c__Metakinetoplastina; o__Neobodonida; f__Neobodo family incertae sedis; g__Unknown Neobodo family incertae sedis genus 1; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 33; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__mle1-27; g__; s__
k__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__; f__; g__; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Unknown Chlamydiales family 2; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Unknown Chthoniobacterales family 3; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Moranbacteria; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__AKYG1722; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Caldilineae; o__Caldilineales; f__Unknown Caldilineales family 1; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Acidobacteriaceae; g__Acidobacterium; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 2; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Unknown Coxiellaceae genus 5; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Elev-16S-1332; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Ca. Methylacidiphilum; o__; f__; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Ca. Methylacidiphilum; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Ca. Latescibacteria (WS3); c__; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria clade RB25; o__Acidobacteria group 22; f__; g__; s__
k__SAR; p__Ciliophora; c__Colpodea; o__Cyrtolophosidida; f__Microdiaphanosoma family incertae sedis; g__Microdiaphanosoma; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__S15A-MN16; f__; g__; s__
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__OPB56; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 11; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__OM190; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Moranbacteria; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__OM190; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 2; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__Unknown Gallionellaceae genus 3; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 2; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 2; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Hydrogenophilaceae; g__Unknown Hydrogenophilaceae genus 5; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Hydrogenophilaceae; g__Sulfuricella; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Unknown Coxiellaceae genus 4; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Unknown Rhodocyclaceae genus 3; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Unknown Methylococcaceae genus 1; s__
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__SJA-28; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Leeia; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Leeia; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Leeia; s__
k__Bacteria; p__Ca. Dependentiae (TM6); c__; o__; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__SHA-26; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Herpetosiphonales; f__Herpetosiphonaceae; g__Herpetosiphon; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__Peredibacter; s__
